filename,mean_intensity,std_intensity,area_ratio,edge_density,glcm_contrast,glcm_homogeneity,brightness_asymmetry,edge_density_asymmetry,lbp_entropy_asymmetry,label
unknown,0.5852469801902771,0.18254034221172333,0.240325927734375,0.37853968253968256,328.2656862745098,0.7640014403503901,0.007637917995452881,0.011270292931226888,0.1557605846730652,0
unknown,0.6131746768951416,0.14801611006259918,0.10418701171875,0.3270357352079672,108.95729166666663,0.9030745806560404,0.006615400314331055,0.021206520103463022,0.6242620540391782,0
unknown,0.5737191438674927,0.1758812665939331,0.1837921142578125,0.3547530095475301,201.3698223039216,0.8233537968653373,0.008156836032867432,0.017815018702409036,0.09164669106279033,0
unknown,0.5999720692634583,0.1846005916595459,0.1866607666015625,0.3603367939180904,243.74163602941186,0.8185051943642465,0.020592212677001953,0.0051340626779590726,0.24379425211197236,0
unknown,0.5598694086074829,0.1861632615327835,0.2391815185546875,0.3459011164274322,209.18008578431372,0.7693625247270789,0.002153158187866211,0.004510064141238113,0.11669851515744456,0
unknown,0.578779935836792,0.1786598414182663,0.2373504638671875,0.3449694631951141,196.3412071078432,0.7727345417602373,0.021591484546661377,0.005140683366427645,0.20032834664010557,0
unknown,0.6437162756919861,0.16281560063362122,0.0405120849609375,0.3815442561205273,60.59751838235294,0.9608362422905825,0.6437162756919861,0.3815442561205273,0.34492290710192863,0
unknown,0.6031345129013062,0.1943369209766388,0.18975830078125,0.3530073978771309,224.56222426470592,0.8159846495820076,0.010138273239135742,0.0015960746657367464,0.279433065535332,0
unknown,0.5867668986320496,0.1678980588912964,0.12396240234375,0.3295174790743476,144.14702818627455,0.8817760087176832,0.00484466552734375,0.012291777905985402,0.42295069782923583,0
unknown,0.5268657803535461,0.18904981017112732,0.207366943359375,0.34760853568800587,186.28624387254905,0.8003542970835303,0.035646796226501465,0.009811367951853056,0.3993970015404009,0
unknown,0.6424555778503418,0.17046549916267395,0.087249755859375,0.3527457152850647,151.49767156862748,0.9155010767833414,0.015621662139892578,0.011636473430928829,0.3126792003223741,0
unknown,0.6389774680137634,0.17575831711292267,0.1334075927734375,0.3481642456822601,185.7289215686275,0.8713517960603139,0.03471881151199341,0.021979074785876962,0.48935944088223765,0
unknown,0.5315685868263245,0.20178042352199554,0.302215576171875,0.35585176209229524,211.6046568627452,0.7066865626306523,0.018545985221862793,0.007548588924882971,0.1710403910268672,0
unknown,0.6137874722480774,0.17947152256965637,0.1544189453125,0.35187747035573125,242.6214767156863,0.8514092450083269,0.04367750883102417,0.004902405150968625,0.21751276424626076,0
unknown,0.5619872808456421,0.18471521139144897,0.1781768798828125,0.33861437012931406,171.6189950980392,0.8283000002006224,0.017020046710968018,0.026122894090646998,0.22488275480800035,0
unknown,0.6786937117576599,0.1591547429561615,0.052703857421875,0.3523451071221772,149.63066789215685,0.9487882290269336,0.001516103744506836,0.005789564147806792,0.021068133326840544,0
unknown,0.5872031450271606,0.17254634201526642,0.107421875,0.346875,156.89963235294127,0.8969095641244966,0.0019234418869018555,0.028248410763775933,0.2584355285787702,0
unknown,0.6128284335136414,0.16497434675693512,0.1861419677734375,0.36076727600623004,239.78174019607854,0.819416624042875,0.011119067668914795,0.011982701598499457,0.12164137157320898,0
unknown,0.5664193630218506,0.17155027389526367,0.1225433349609375,0.33706885817457355,121.22031250000002,0.8840760326463739,0.0406041145324707,0.03349559202394603,0.48159405493601765,0
unknown,0.5753301382064819,0.1650313138961792,0.1427154541015625,0.3324067144231797,144.63511029411765,0.8650756699376013,0.009493410587310791,0.004802892382481216,0.33055865838042686,0
unknown,0.6416333913803101,0.16836054623126984,0.2651214599609375,0.34423021582733815,263.38483455882374,0.7470529536284998,0.01648002862930298,0.009500223312323863,0.1848946716054387,0
unknown,0.5209855437278748,0.2052912712097168,0.340179443359375,0.3598277563469992,239.42843137254908,0.6711863603227293,0.06503012776374817,0.0077518098579265615,0.11478716435934322,0
unknown,0.575736403465271,0.1681247502565384,0.1478424072265625,0.35431933120033027,208.7073835784314,0.8578589765228138,0.02087932825088501,0.02416154723124514,0.297237945519903,0
unknown,0.5769464373588562,0.14771640300750732,0.0827484130859375,0.3348699981560022,125.84684436274512,0.9210742483494508,0.02480137348175049,0.001222790236132254,0.3463953660572465,0
unknown,0.5951403379440308,0.17552144825458527,0.1905975341796875,0.33936434232647505,194.01280637254908,0.818211544736465,0.01241081953048706,0.008058486846073687,0.08549392063828853,0
unknown,0.5765968561172485,0.17227695882320404,0.1165771484375,0.32722513089005234,126.8323223039216,0.8902894153820529,0.033722639083862305,0.01471689305886198,0.3980767825074502,0
unknown,0.5790592432022095,0.1896953284740448,0.1726226806640625,0.3315654556704676,216.42650122549026,0.8340655107650093,0.006250262260437012,0.01947714840495851,0.45916676520079003,0
unknown,0.5966591835021973,0.1813918501138687,0.2211151123046875,0.3393140570008971,172.87064950980394,0.7909270370693847,0.024928808212280273,0.010683986629381803,0.47741555339766184,0
unknown,0.5726750493049622,0.1716318428516388,0.2678070068359375,0.3769585778588115,234.27931985294123,0.7381786663541392,0.012179255485534668,0.005937261514294578,0.11423541847389507,0
unknown,0.6070765852928162,0.17745216190814972,0.2287139892578125,0.3342451130829275,178.42518382352944,0.7840300799119021,0.018711209297180176,0.01575364163450721,0.16626935546572053,0
unknown,0.522650420665741,0.15771806240081787,0.1904449462890625,0.3386747856742248,155.1196691176471,0.8194183974013943,0.0007601380348205566,0.005324639164819844,0.3050844058877795,0
unknown,0.6078526973724365,0.15633374452590942,0.2384033203125,0.337173579109063,217.85713848039222,0.7714425450756511,0.009833872318267822,0.005659055375888455,0.2389803016004166,0
unknown,0.576014518737793,0.16229742765426636,0.1203155517578125,0.3429296131896005,147.33186274509808,0.8863764835434197,0.038904428482055664,0.013620239189547523,0.4018643307264181,0
unknown,0.5617685914039612,0.1615329086780548,0.10906982421875,0.35492445439283715,146.97049632352946,0.895021358759867,0.006591975688934326,0.01942009775222825,0.3392748682036035,0
unknown,0.5861279964447021,0.17843078076839447,0.198822021484375,0.3303146584804298,176.17824754901957,0.8123667372464332,0.006001949310302734,0.003149620537550357,0.3073169518197507,0
